part_number,capture_sequence,block_index,section_code,propaedia_page_reference,header_context,image_relative_path,topic_summary,sort_order,observed_title,extraction_method,match_status,match_method,matched_title,matched_volume_number,matched_start_page,matched_page_count_estimate
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,2,African American Literature,combined_2_adjacent_ocr_lines,matched,direct,AFRICAN AMERICAN LITERATURE,1,120A,1
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,3,American Literature,combined_2_adjacent_ocr_lines,matched,direct,AMERICAN LITERATURE,1,300,12
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,4,"American Peoples, Arts of Native",combined_2_adjacent_ocr_lines,matched,observed_comma_flip,Arts of Native AMERICAN PEOPLES,1,312,37
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,5,"Australia and New Zealand, Literatures of",combined_3_adjacent_ocr_lines,matched,observed_comma_flip,Literatures of AUSTRALIA AND NEW ZEALAND,2,493,8
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,6,Belgian Literature,single_ocr_line,matched,direct,BELGIAN LITERATURE,2,853,4
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,7,Canadian Literature,single_ocr_line,matched,direct,CANADIAN LITERATURE,3,514,5
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,8,Celtic Literature,single_ocr_line,matched,direct,CELTIC LITERATURE,3,594,10
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,9,Central Asian Arts,single_ocr_line,matched,direct,CENTRAL ASIAN ARTS,3,716,21
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,10,Chinese Literature,single_ocr_line,matched,direct,CHINESE LITERATURE,4,231,10
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,11,Cervantes,single_ocr_line,matched,direct,CERVANTES,3,737,4
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,12,Chaucer,single_ocr_line,matched,direct,CHAUCER,3,745,4
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,13,Dante,single_ocr_line,matched,direct,DANTE,4,971,6
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,14,Dickens,single_ocr_line,matched,direct,DICKENS,5,269,6
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,15,Dutch Literature,single_ocr_line,matched,direct,DUTCH LITERATURE,5,566,3
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,16,English Literature,single_ocr_line,matched,direct,ENGLISH LITERATURE,6,426,40
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,17,French Literature,single_ocr_line,matched,direct,FRENCH LITERATURE,7,539,27
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,18,German Literature,single_ocr_line,matched,direct,GERMAN LITERATURE,8,27,12
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,19,Greek Literature,single_ocr_line,matched,direct,GREEK LITERATURE,8,352,9
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,20,Hebrew Literature,single_ocr_line,matched,direct,HEBREW LITERATURE,8,483,4
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,21,"Homeric Epics, The",combined_2_adjacent_ocr_lines,matched,observed_comma_flip,The HOMERIC EPICS,8,635,4
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,22,Hungarian Literature,combined_2_adjacent_ocr_lines,matched,direct,HUNGARIAN LITERATURE,8,689,4
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,23,Islamic Arts,single_ocr_line,matched,direct,ISLAMIC ARTS,10,44,59
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,24,Italian Literature,single_ocr_line,matched,direct,ITALIAN LITERATURE,10,155,10
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,25,Japanese Literature,single_ocr_line,matched,direct,JAPANESE LITERATURE,10,312,11
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,26,Korean Literature,single_ocr_line,matched,direct,KOREAN LITERATURE,10,515,6
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,27,Dostoyevsky,single_ocr_line,matched,direct,DOSTOYEVSKY,5,451,4
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,28,Goethe,single_ocr_line,matched,direct,GOETHE,8,138,3
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,29,"Greek Dramatists, The Classical",combined_2_adjacent_ocr_lines,matched,observed_manual_alias,"The Classical GREEK DRAMATISTS: Aeschylus, Sophocles, Euripides, and Aristophanes",8,342,10
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,30,Latin-American Literature,combined_2_adjacent_ocr_lines,matched,direct,LATIN-AMERICAN LITERATURE,10,827,6
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,31,Latin Literature,single_ocr_line,matched,direct,LATIN LITERATURE,10,833,8
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,32,"Literature, The Art of",combined_2_adjacent_ocr_lines,matched,observed_comma_flip,The Art of LITERATURE,11,77,139
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,33,"Literature, The History of Western",combined_3_adjacent_ocr_lines,matched,observed_comma_flip,The History of Western LITERATURE,11,216,5
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,34,Oceanic Arts,single_ocr_line,matched,direct,OCEANIC ARTS,13,104,30
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,35,Polish Literature,single_ocr_line,matched,direct,POLISH LITERATURE,13,973,6
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,36,Portuguese Literature,combined_2_adjacent_ocr_lines,matched,direct,PORTUGUESE LITERATURE,13,1063,4
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,37,Rhetoric,single_ocr_line,matched,direct,RHETORIC,14,758,7
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,38,Russian Literature,single_ocr_line,matched,direct,RUSSIAN LITERATURE,14,1003,9
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,39,"Johnson, Samuel",single_ocr_line,matched,observed_comma_flip,Samuel JOHNSON,10,363,7
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,40,Milton,single_ocr_line,matched,direct,MILTON,12,138,6
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,41,Molière,single_ocr_line,matched,direct,MOLIÈRE,12,292,4
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,42,Montaigne,single_ocr_line,matched,direct,MONTAIGNE,12,343,3
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,43,Scandinavian Literature,combined_2_adjacent_ocr_lines,matched,direct,SCANDINAVIAN LITERATURE,15,10,12
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,44,South Asian Arts,single_ocr_line,matched,direct,SOUTH ASIAN ARTS,15,634,77
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,45,Southeast Asian Arts,single_ocr_line_with_trailing_fragment,matched,observed_manual_alias,SOUTHEAST ASIAN ARTS,15,795,43
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,46,Spanish Literature,single_ocr_line,matched,direct,SPANISH LITERATURE,16,63,9
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,47,Yiddish Literature,single_ocr_line,matched,direct,YIDDISH LITERATURE,17,1077,6
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,48,Shakespeare,single_ocr_line,matched,direct,SHAKESPEARE,15,253,20
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,49,Tolstoy,single_ocr_line,matched,direct,TOLSTOY,16,687,5
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,50,Virgil,single_ocr_line,matched,direct,VIRGIL,17,499,3
6,4,1,621,227,Division II. Section 621,propaedia_pages/part_6/propaedia-2010-part-06-photo-04.jpg,Major articles and biographies dealing with literature,51,Voltaire,single_ocr_line,matched,direct,VOLTAIRE,17,524,5
6,5,1,622,235,Division II. Section 622,propaedia_pages/part_6/propaedia-2010-part-06-photo-05.jpg,Major articles dealing with the theatre,1,African Arts,single_ocr_line,matched,direct,AFRICAN ARTS,1,121,47
6,5,1,622,235,Division II. Section 622,propaedia_pages/part_6/propaedia-2010-part-06-photo-05.jpg,Major articles dealing with the theatre,2,"American Peoples, Arts of Native",combined_2_adjacent_ocr_lines,matched,observed_comma_flip,Arts of Native AMERICAN PEOPLES,1,312,37
6,5,1,622,235,Division II. Section 622,propaedia_pages/part_6/propaedia-2010-part-06-photo-05.jpg,Major articles dealing with the theatre,3,Central Asian Arts,single_ocr_line,matched,direct,CENTRAL ASIAN ARTS,3,716,21
6,5,1,622,235,Division II. Section 622,propaedia_pages/part_6/propaedia-2010-part-06-photo-05.jpg,Major articles dealing with the theatre,4,Circus,single_ocr_line,matched,direct,CIRCUS,4,418,7
6,5,1,622,235,Division II. Section 622,propaedia_pages/part_6/propaedia-2010-part-06-photo-05.jpg,Major articles dealing with the theatre,5,East Asian Arts,single_ocr_line,matched,direct,EAST ASIAN ARTS,5,667,105
6,5,1,622,235,Division II. Section 622,propaedia_pages/part_6/propaedia-2010-part-06-photo-05.jpg,Major articles dealing with the theatre,6,Folk Arts,single_ocr_line,matched,direct,FOLK ARTS,7,306,33
6,5,1,622,235,Division II. Section 622,propaedia_pages/part_6/propaedia-2010-part-06-photo-05.jpg,Major articles dealing with the theatre,7,Oceanic Arts,single_ocr_line,matched,direct,OCEANIC ARTS,13,104,30
6,5,1,622,235,Division II. Section 622,propaedia_pages/part_6/propaedia-2010-part-06-photo-05.jpg,Major articles dealing with the theatre,8,Puppetry,single_ocr_line,matched,direct,PUPPETRY,14,450,8
6,5,1,622,235,Division II. Section 622,propaedia_pages/part_6/propaedia-2010-part-06-photo-05.jpg,Major articles dealing with the theatre,9,South Asian Arts,single_ocr_line,matched,direct,SOUTH ASIAN ARTS,15,634,77
6,5,1,622,235,Division II. Section 622,propaedia_pages/part_6/propaedia-2010-part-06-photo-05.jpg,Major articles dealing with the theatre,10,Southeast Asian Arts,single_ocr_line_with_trailing_fragment,matched,observed_manual_alias,SOUTHEAST ASIAN ARTS,15,795,43
6,5,1,622,235,Division II. Section 622,propaedia_pages/part_6/propaedia-2010-part-06-photo-05.jpg,Major articles dealing with the theatre,11,"Theatre, The Art of the",combined_2_adjacent_ocr_lines,matched,observed_comma_flip,The Art of the THEATRE,16,521,16
6,5,1,622,235,Division II. Section 622,propaedia_pages/part_6/propaedia-2010-part-06-photo-05.jpg,Major articles dealing with the theatre,12,"Theatre, The History of Western",combined_3_adjacent_ocr_lines,matched,observed_comma_flip,The History of Western THEATRE,16,537,24
6,5,1,622,235,Division II. Section 622,propaedia_pages/part_6/propaedia-2010-part-06-photo-05.jpg,Major articles dealing with the theatre,13,Theatrical Production,combined_2_adjacent_ocr_lines,matched,direct,THEATRICAL PRODUCTION,16,561,55
6,6,1,623,237,Division II. Section 623,propaedia_pages/part_6/propaedia-2010-part-06-photo-06.jpg,Major article dealing with motion pictures,1,Motion Pictures,single_ocr_line,matched,direct,MOTION PICTURES,12,369,67
6,7,1,624,240,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-07.jpg,Major articles and biographies dealing with music,1,African Arts,single_ocr_line,matched,direct,AFRICAN ARTS,1,121,47
6,7,1,624,240,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-07.jpg,Major articles and biographies dealing with music,2,"American Peoples, Arts of Native",combined_2_adjacent_ocr_lines,matched,observed_comma_flip,Arts of Native AMERICAN PEOPLES,1,312,37
6,7,1,624,240,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-07.jpg,Major articles and biographies dealing with music,3,Bach,single_ocr_line,matched,direct,BACH,2,558,6
6,7,1,624,240,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-07.jpg,Major articles and biographies dealing with music,4,Beethoven,single_ocr_line,matched,direct,BEETHOVEN,2,737,7
6,7,1,624,240,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-07.jpg,Major articles and biographies dealing with music,5,Central Asian Arts,single_ocr_line,matched,direct,CENTRAL ASIAN ARTS,3,716,21
6,7,1,624,240,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-07.jpg,Major articles and biographies dealing with music,6,East Asian Arts,single_ocr_line,matched,direct,EAST ASIAN ARTS,5,667,105
6,7,1,624,240,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-07.jpg,Major articles and biographies dealing with music,7,Folk Arts,single_ocr_line,matched,direct,FOLK ARTS,7,306,33
6,7,1,624,240,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-07.jpg,Major articles and biographies dealing with music,8,Mozart,single_ocr_line,matched,direct,MOZART,12,445,7
6,7,1,624,240,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-07.jpg,Major articles and biographies dealing with music,9,"Music, The Art of",single_ocr_line,matched,observed_comma_flip,The Art of MUSIC,12,493,60
6,7,1,624,240,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-07.jpg,Major articles and biographies dealing with music,10,"Music, The History of Western",combined_2_adjacent_ocr_lines,matched,observed_comma_flip,The History of Western MUSIC,12,553,12
6,7,1,624,240,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-07.jpg,Major articles and biographies dealing with music,11,Musical Forms and Genres,single_ocr_line,matched,direct,MUSICAL FORMS AND GENRES,12,565,86
6,7,1,624,240,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-07.jpg,Major articles and biographies dealing with music,12,Musical Instruments,combined_2_adjacent_ocr_lines,matched,direct,MUSICAL INSTRUMENTS,12,651,56
6,7,1,624,240,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-07.jpg,Major articles and biographies dealing with music,13,Oceanic Arts,single_ocr_line,matched,direct,OCEANIC ARTS,13,104,30
6,7,1,624,240,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-07.jpg,Major articles and biographies dealing with music,14,South Asian Arts,single_ocr_line,matched,direct,SOUTH ASIAN ARTS,15,634,77
6,7,1,624,240,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-07.jpg,Major articles and biographies dealing with music,15,Southeast Asian Arts,single_ocr_line,matched,direct,SOUTHEAST ASIAN ARTS,15,795,43
6,8,1,625,245,Division II. Section 625,propaedia_pages/part_6/propaedia-2010-part-06-photo-08.jpg,Major articles dealing with dance,1,African Arts,single_ocr_line,matched,direct,AFRICAN ARTS,1,121,47
6,8,1,625,245,Division II. Section 625,propaedia_pages/part_6/propaedia-2010-part-06-photo-08.jpg,Major articles dealing with dance,2,"American Peoples, Arts of Native",combined_2_adjacent_ocr_lines,matched,observed_comma_flip,Arts of Native AMERICAN PEOPLES,1,312,37
6,8,1,625,245,Division II. Section 625,propaedia_pages/part_6/propaedia-2010-part-06-photo-08.jpg,Major articles dealing with dance,3,Central Asian Arts,single_ocr_line,matched,direct,CENTRAL ASIAN ARTS,3,716,21
6,8,1,625,245,Division II. Section 625,propaedia_pages/part_6/propaedia-2010-part-06-photo-08.jpg,Major articles dealing with dance,4,"Dance, The Art of",single_ocr_line,matched,observed_comma_flip,The Art of DANCE,4,935,23
6,8,1,625,245,Division II. Section 625,propaedia_pages/part_6/propaedia-2010-part-06-photo-08.jpg,Major articles dealing with dance,5,"Dance, The History of Western",combined_2_adjacent_ocr_lines,matched,observed_comma_flip,The History of Western DANCE,4,958,13
6,8,1,625,245,Division II. Section 625,propaedia_pages/part_6/propaedia-2010-part-06-photo-08.jpg,Major articles dealing with dance,6,East Asian Arts,single_ocr_line,matched,direct,EAST ASIAN ARTS,5,667,105
6,8,1,625,245,Division II. Section 625,propaedia_pages/part_6/propaedia-2010-part-06-photo-08.jpg,Major articles dealing with dance,7,Folk Arts,single_ocr_line,matched,direct,FOLK ARTS,7,306,33
6,8,1,625,245,Division II. Section 625,propaedia_pages/part_6/propaedia-2010-part-06-photo-08.jpg,Major articles dealing with dance,8,Oceanic Arts,single_ocr_line,matched,direct,OCEANIC ARTS,13,104,30
6,8,1,625,245,Division II. Section 625,propaedia_pages/part_6/propaedia-2010-part-06-photo-08.jpg,Major articles dealing with dance,9,South Asian Arts,single_ocr_line,matched,direct,SOUTH ASIAN ARTS,15,634,77
6,8,1,625,245,Division II. Section 625,propaedia_pages/part_6/propaedia-2010-part-06-photo-08.jpg,Major articles dealing with dance,10,Southeast Asian Arts,single_ocr_line_with_trailing_fragment,matched,observed_manual_alias,SOUTHEAST ASIAN ARTS,15,795,43
6,9,1,626,246,246 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-09.jpg,"Major articles dealing with architecture, garden and landscape design, and urban design",1,African Arts,single_ocr_line,matched,direct,AFRICAN ARTS,1,121,47
6,9,1,626,246,246 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-09.jpg,"Major articles dealing with architecture, garden and landscape design, and urban design",2,Folk Arts,single_ocr_line,matched,direct,FOLK ARTS,7,306,33
6,9,1,626,246,246 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-09.jpg,"Major articles dealing with architecture, garden and landscape design, and urban design",3,"American Peoples, Arts of Native",single_ocr_line,matched,observed_comma_flip,Arts of Native AMERICAN PEOPLES,1,312,37
6,9,1,626,246,246 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-09.jpg,"Major articles dealing with architecture, garden and landscape design, and urban design",4,"Architecture, The Art of",single_ocr_line,matched,observed_comma_flip,The Art of ARCHITECTURE,1,874,27
6,9,1,626,246,246 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-09.jpg,"Major articles dealing with architecture, garden and landscape design, and urban design",5,Garden and Landscape Design,single_ocr_line,matched,direct,GARDEN AND LANDSCAPE DESIGN,7,653,17
6,9,1,626,246,246 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-09.jpg,"Major articles dealing with architecture, garden and landscape design, and urban design",6,"Architecture, The History of Western",single_ocr_line,matched,observed_comma_flip,The History of Western ARCHITECTURE,1,901,
6,9,1,626,246,246 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-09.jpg,"Major articles dealing with architecture, garden and landscape design, and urban design",7,"Middle Eastern Arts and Architecture, Ancient",combined_2_fragment_titles,matched,observed_comma_flip,Ancient MIDDLE EASTERN ARTS AND ARCHITECTURE,12,74,17
6,9,1,626,246,246 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-09.jpg,"Major articles dealing with architecture, garden and landscape design, and urban design",8,Central Asian Arts,single_ocr_line,matched,direct,CENTRAL ASIAN ARTS,3,716,21
6,9,1,626,246,246 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-09.jpg,"Major articles dealing with architecture, garden and landscape design, and urban design",9,East Asian Arts,single_ocr_line,matched,direct,EAST ASIAN ARTS,5,667,105
6,9,1,626,246,246 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-09.jpg,"Major articles dealing with architecture, garden and landscape design, and urban design",10,Oceanic Arts,single_ocr_line,matched,direct,OCEANIC ARTS,13,104,30
6,9,1,626,246,246 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-09.jpg,"Major articles dealing with architecture, garden and landscape design, and urban design",11,"Egyptian Arts and Architecture, Ancient",single_ocr_line,matched,observed_comma_flip,Ancient EGYPTIAN ARTS AND ARCHITECTURE,6,145,10
